%time,field.layout.data_offset,field.data0,field.data1
824786000000,0,2.27306543209,0.904356483916
824786000000,0,2.27306543209,0.904356483916
824890000000,0,2.24850278081,0.951238404116
824890000000,0,2.24850278081,0.951238404116
824988000000,0,2.23092398923,0.983053445045
825087000000,0,2.22692747181,0.99010148068
825191000000,0,2.22692747181,0.990101480674
825191000000,0,2.22692747181,0.990101480674
825288000000,0,2.2269274759,0.99010147668
825386000000,0,2.22692747182,0.990101480672
825387000000,0,2.22692747182,0.990101480672
825488000000,0,2.2269274759,0.990101476686
825587000000,0,2.22692747591,0.99010147667
825587000000,0,2.22692747591,0.99010147667
825689000000,0,2.22692747182,0.990101480672
825790000000,0,2.2269274759,0.990101476685
825790000000,0,2.2269274759,0.990101476685
825888000000,0,2.23125172121,0.991239366595
825888000000,0,2.23125172121,0.991239366595
825986000000,0,2.25115332865,0.99642682775
825986000000,0,2.25115332865,0.99642682775
826088000000,0,2.28046238362,1.00391506466
826191000000,0,2.32499050319,1.01493218564
826287000000,0,2.38014841453,1.0279400764
826287000000,0,2.38014841453,1.0279400764
826386000000,0,2.44215797552,1.04172717037
826386000000,0,2.44215797552,1.04172717037
826487000000,0,2.50229248692,1.05398557575
826589000000,0,2.55970717954,1.06461704723
826589000000,0,2.55970717954,1.06461704723
826687000000,0,2.61429091624,1.07361241712
826788000000,0,2.66593762278,1.0809657021
826886000000,0,2.71454659739,1.08667399026
826886000000,0,2.71454659739,1.08667399026
826987000000,0,2.76002261982,1.09073757522
827088000000,0,2.80227621829,1.09315984969
827185000000,0,2.84122381951,1.09394734137
827185000000,0,2.84122381951,1.09394734137
827289000000,0,2.87678792651,1.09310968562
827386000000,0,2.90889727012,1.09065961513
827386000000,0,2.90889727012,1.09065961513
827485000000,0,2.93748699346,1.08661285922
827485000000,0,2.93748699346,1.08661285922
827587000000,0,2.96249870197,1.08098826126
827587000000,0,2.96249870197,1.08098826126
827688000000,0,2.98388069003,1.07380753632
827688000000,0,2.98388069003,1.07380753632
827791000000,0,3.00158796482,1.06509537876
827791000000,0,3.00158796482,1.06509537876
827888000000,0,3.01558237756,1.05487933441
827986000000,0,3.0258326948,1.04318975517
827986000000,0,3.0258326948,1.04318975517
828088000000,0,3.03231466492,1.03005972843
828187000000,0,3.03501106875,1.01552500604
828289000000,0,3.03391175682,0.999623925165
828386000000,0,3.02901367177,0.982397324999
828386000000,0,3.02901367177,0.982397324999
828487000000,0,3.02029347322,0.963945275712
828487000000,0,3.02029347322,0.963945275712
828587000000,0,3.00849345026,0.944918182926
828687000000,0,2.9961147812,0.928533878908
828687000000,0,2.9961147812,0.928533878908
828787000000,0,2.98479155213,0.915202035295
828887000000,0,2.977325948,0.907010152815
828986000000,0,2.97220653144,0.901611137901
828986000000,0,2.97220653144,0.901611137901
829087000000,0,2.9713236498,0.900696067841
829087000000,0,2.9713236498,0.900696067841
829187000000,0,2.9713236498,0.900696067841
829187000000,0,2.9713236498,0.900696067841
829288000000,0,2.9713236498,0.900696067841
829288000000,0,2.9713236498,0.900696067841
829386000000,0,2.97358266855,0.897016024086
829386000000,0,2.97358266855,0.897016024086
829489000000,0,2.98502522516,0.878047076526
829489000000,0,2.98502522516,0.878047076526
829586000000,0,3.00131000526,0.850049413315
829586000000,0,3.00131000526,0.850049413315
829686000000,0,3.0234162956,0.809961815848
829686000000,0,3.0234162956,0.809961815848
829787000000,0,3.05220006252,0.753592409644
829887000000,0,3.0823340449,0.688425392724
829887000000,0,3.0823340449,0.688425392724
829986000000,0,3.11004848761,0.621282749426
829986000000,0,3.11004848761,0.621282749426
830087000000,0,3.13494084149,0.55276156925
830087000000,0,3.13494084149,0.55276156925
830189000000,0,3.15694420182,0.483168449736
830189000000,0,3.15694420182,0.483168449736
830286000000,0,3.17601152292,0.412635786546
830286000000,0,3.17601152292,0.412635786546
830392000000,0,3.1921019814,0.34129805488
830392000000,0,3.1921019814,0.34129805488
830487000000,0,3.20518106833,0.269291512501
830487000000,0,3.20518106833,0.269291512501
830586000000,0,3.21522062704,0.196755970943
830586000000,0,3.21522062704,0.196755970943
830686000000,0,3.22190057865,0.127551283623
830686000000,0,3.22190057865,0.127551283623
830786000000,0,3.22533010911,0.0706750202031
830786000000,0,3.22533010911,0.0706750202031
830887000000,0,3.22653785702,0.0346191231404
830887000000,0,3.22653785702,0.0346191231404
830986000000,0,3.22695717079,0.00700590574581
830986000000,0,3.22695717079,0.00700590574581
831087000000,0,3.22700103289,-0.00816744532647
831087000000,0,3.22700103289,-0.00816744532647
831187000000,0,3.22699864888,-0.00946271913443
831187000000,0,3.22699864888,-0.00946271913443
831286000000,0,3.22699864888,-0.00946271913446
831286000000,0,3.22699864888,-0.00946271913446
831387000000,0,3.22699864888,-0.00946271913447
