%time,field.layout.data_offset,field.data0,field.data1
820187000000,0,3.04412015613,-0.942227173638
820187000000,0,3.04412015613,-0.942227173638
820287000000,0,3.04412015613,-0.942227173638
820287000000,0,3.04412015613,-0.942227173638
820387000000,0,3.04412015613,-0.942227173638
820387000000,0,3.04412015613,-0.942227173638
820488000000,0,3.04412015613,-0.942227173638
820588000000,0,3.04267306582,-0.943618208612
820686000000,0,3.03672337658,-0.949034253803
820687000000,0,3.03672337658,-0.949034253803
820787000000,0,3.02695623182,-0.957026565556
820887000000,0,3.01088851246,-0.968302040729
820988000000,0,2.98794820993,-0.981489363528
820988000000,0,2.98794820993,-0.981489363528
821086000000,0,2.95752895042,-0.995011636185
821087000000,0,2.95752895042,-0.995011636185
821188000000,0,2.92270463916,-1.00728901236
821290000000,0,2.8839928111,-1.01776560859
821290000000,0,2.8839928111,-1.01776560859
821391000000,0,2.84147615941,-1.02641739019
821488000000,0,2.79524560409,-1.03322417651
821587000000,0,2.74540005377,-1.0381698163
821587000000,0,2.74540005377,-1.0381698163
821687000000,0,2.69204622169,-1.04124208509
821687000000,0,2.69204622169,-1.04124208509
821786000000,0,2.63529838252,-1.04243273501
821786000000,0,2.63529838252,-1.04243273501
821891000000,0,2.57527810503,-1.04173755074
821987000000,0,2.51211399528,-1.03915631175
821987000000,0,2.51211399528,-1.03915631175
822090000000,0,2.44594136245,-1.03469247862
822188000000,0,2.37933560644,-1.02890461614
822188000000,0,2.37933560644,-1.02890461614
822289000000,0,2.3226238851,-1.02258724789
822386000000,0,2.27711171398,-1.01683033904
822386000000,0,2.27711171398,-1.01683033904
822486000000,0,2.24907092676,-1.01299721884
822486000000,0,2.24907092676,-1.01299721884
822586000000,0,2.23076947988,-1.01038250747
822586000000,0,2.23076947988,-1.01038250747
822687000000,0,2.2269867168,-1.00983117143
822687000000,0,2.2269867168,-1.00983117143
822786000000,0,2.22698671571,-1.00983117692
822786000000,0,2.22698671571,-1.00983117692
822886000000,0,2.2269867168,-1.00983117142
822886000000,0,2.2269867168,-1.00983117142
822986000000,0,2.22698671571,-1.00983117693
822986000000,0,2.22698671571,-1.00983117693
823088000000,0,2.23167019605,-1.00155471822
823187000000,0,2.25178867361,-0.964923101423
823286000000,0,2.27838957896,-0.913519056901
823286000000,0,2.27838957896,-0.913519056901
823390000000,0,2.31758434247,-0.830357361376
823487000000,0,2.36135320568,-0.723608507925
823586000000,0,2.40419443662,-0.597560986259
823586000000,0,2.40419443662,-0.597560986259
823689000000,0,2.4390160894,-0.467396583218
823689000000,0,2.4390160894,-0.467396583218
823786000000,0,2.46511176946,-0.335118524519
823786000000,0,2.46511176946,-0.335118524519
823887000000,0,2.48234968768,-0.201330553833
823887000000,0,2.48234968768,-0.201330553833
823989000000,0,2.49064085592,-0.0666447241079
823989000000,0,2.49064085592,-0.0666447241079
824086000000,0,2.48993961817,0.0683216693656
824086000000,0,2.48993961817,0.0683216693656
824190000000,0,2.48024394381,0.202949233921
824190000000,0,2.48024394381,0.202949233921
824288000000,0,2.46159549881,0.336619606227
824387000000,0,2.4340794865,0.468718597272
824387000000,0,2.4340794865,0.468718597272
824486000000,0,2.39782246254,0.598645003205
824486000000,0,2.39782246254,0.598645003205
824586000000,0,2.35405961813,0.723068189304
824586000000,0,2.35405961813,0.723068189304
824686000000,0,2.31089362563,0.825597764742
824686000000,0,2.31089362563,0.825597764742
